EIN,Organization Name,Organization Incorporation Date,Location State,Location County,Location Name,Location Type,Location Open Date,Location Close Date,Location City,Location Zip Code,Record Year,Record Month,Stray At Large Canine Adult,Stray At Large Canine Up to 5 Months,Stray At Large Canine Age Unknown,Stray At Large Feline Adult,Stray At Large Feline Up to 5 Months,Stray At Large Feline Age Unknown,Relinquished By Owner Canine Adult,Relinquished By Owner Canine Up to 5 Months,Relinquished By Owner Canine Age Unknown,Relinquished By Owner Feline Adult,Relinquished By Owner Feline Up to 5 Months,Relinquished By Owner Feline Age Unknown,Intake Owner-Intended Euthanasia Canine Adult,Intake Owner-Intended Euthanasia Canine Up to 5 Months,Intake Owner-Intended Euthanasia Canine Age Unknown,Intake Owner-Intended Euthanasia Feline Adult,Intake Owner-Intended Euthanasia Feline Up to 5 Months,Intake Owner-Intended Euthanasia Feline Age Unknown,Transferred In From Agency Canine Adult,Transferred In From Agency Canine Up to 5 Months,Transferred In From Agency Canine Age Unknown,Transferred In From Agency Feline Adult,Transferred In From Agency Feline Up to 5 Months,Transferred In From Agency Feline Age Unknown,Other Intakes Canine Adult,Other Intakes Canine Up to 5 Months,Other Intakes Canine Age Unknown,Other Intakes Feline Adult,Other Intakes Feline Up to 5 Months,Other Intakes Feline Age Unknown,Adoption Canine Adult,Adoption Canine Up to 5 Months,Adoption Canine Age Unknown,Adoption Feline Adult,Adoption Feline Up to 5 Months,Adoption Feline Age Unknown,Returned To Owner Canine Adult,Returned To Owner Canine Up to 5 Months,Returned To Owner Canine Age Unknown,Returned To Owner Feline Adult,Returned To Owner Feline Up to 5 Months,Returned To Owner Feline Age Unknown,Transfer To Another Agency Canine Adult,Transfer To Another Agency Canine Up to 5 Months,Transfer To Another Agency Canine Age Unknown,Transfer To Another Agency Feline Adult,Transfer To Another Agency Feline Up to 5 Months,Transfer To Another Agency Feline Age Unknown,Returned To Field Canine Adult,Returned To Field Canine Up to 5 Months,Returned To Field Canine Age Unknown,Returned To Field Feline Adult,Returned To Field Feline Up to 5 Months,Returned To Field Feline Age Unknown,Other Live Outcome Canine Adult,Other Live Outcome Canine Up to 5 Months,Other Live Outcome Canine Age Unknown,Other Live Outcome Feline Adult,Other Live Outcome Feline Up to 5 Months,Other Live Outcome Feline Age Unknown,Died In Care Canine Adult,Died In Care Canine Up to 5 Months,Died In Care Canine Age Unknown,Died In Care Feline Adult,Died In Care Feline Up to 5 Months,Died In Care Feline Age Unknown,Lost In Care Canine Adult,Lost In Care Canine Up to 5 Months,Lost In Care Canine Age Unknown,Lost In Care Feline Adult,Lost In Care Feline Up to 5 Months,Lost In Care Feline Age Unknown,Shelter Euthanasia Canine Adult,Shelter Euthanasia Canine Up to 5 Months,Shelter Euthanasia Canine Age Unknown,Shelter Euthanasia Feline Adult,Shelter Euthanasia Feline Up to 5 Months,Shelter Euthanasia Feline Age Unknown,Outcome Owner-Intended Euthanasia Canine Adult,Outcome Owner-Intended Euthanasia Canine Up to 5 Months,Outcome Owner-Intended Euthanasia Canine Age Unknown,Outcome Owner-Intended Euthanasia Feline Adult,Outcome Owner-Intended Euthanasia Feline Up to 5 Months,Outcome Owner-Intended Euthanasia Feline Age Unknown,Beginning Total Canine,Beginning Total Feline,Ending Total Canine,Ending Total Feline
94-6000436,Stockton Animal Shelter,1/1/1850 12:00:00 AM,CA,San Joaquin County,Stockton Animal Shelter,Government Animal Services,1/1/1850 12:00:00 AM,,STOCKTON,95206,2012,11,43,26,395,0,0,212,24,6,55,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,7,42,4,0,41,0,0,2,0,0,0,19,6,107,1,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,22,24,4,274,2,0,130,0,0,0,0,0,0,186,130,197,118
57-0384155,Humane Society of Greenwood,3/1/1958 12:00:00 AM,SC,Greenwood County,Humane Society of Greenwood,"Shelter, Government Contract",3/1/1958 12:00:00 AM,,GREENWOOD,29649,2011,5,49,40,3,23,110,39,32,25,2,8,80,2,2,0,0,1,0,0,0,0,0,0,0,0,8,12,0,0,6,1,10,4,0,12,7,0,4,0,0,0,0,0,13,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,29,3,18,79,35,3,0,0,1,0,0,112,91,179,176
16-0743092,Niagara County SPCA,3/1/1894 12:00:00 AM,NY,Niagara County,Niagara County SPCA,"Shelter, Government Contract",3/1/1894 12:00:00 AM,,NIAGARA FALLS,14304,2012,12,44,4,6,29,23,3,39,1,1,17,3,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,79,9,0,39,42,2,12,0,5,1,0,0,2,0,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,97,121,86,100
59-6000501,Alachua County Animal Services,7/1/1959 12:00:00 AM,FL,Alachua County,Alachua County Animal Services,Government Animal Services,7/1/1959 12:00:00 AM,,GAINESVILLE,32609,2011,8,138,59,23,37,108,38,56,16,4,22,37,6,4,0,0,0,0,0,1,0,0,0,0,0,17,0,2,2,0,1,27,8,0,13,16,0,34,1,5,5,1,3,75,33,1,13,81,8,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,72,6,25,31,38,37,4,0,0,0,0,0,101,60,125,57
39-0973879,Humane Society of Southern Wisconsin,12/1/1910 12:00:00 AM,WI,Rock County,Humane Society of Southern Wisconsin,"Shelter, Government Contract",12/1/1910 12:00:00 AM,,JANESVILLE,53548,2011,4,76,0,1,90,25,1,7,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,38,6,0,35,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,36,3,0,1,0,0,0,0,0,25,70,38,105
91-0828499,Blue Mountain Humane Society,7/1/1967 12:00:00 AM,WA,Walla Walla County,Blue Mountain Humane Society,"Shelter, Government Contract",7/1/1967 12:00:00 AM,,WALLA WALLA,99362,2011,9,0,0,68,0,0,92,0,0,27,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,35,0,0,20,0,0,25,0,0,1,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,43,0,0,0,0,0,0,57,76,76,107
27-0727370,Angels On Wheels Animal Rescue NFP,3/1/2009 12:00:00 AM,IL,Will County,Angels On Wheels Animal Rescue NFP,"Rescue, Private",3/1/2009 12:00:00 AM,,NAPERVILLE,60567,2011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82-3255528,TNR A Better Chance dba Kitten Division Adoption Center,1/1/2011 12:00:00 AM,MO,Pulaski County,TNR A Better Chance dba Kitten Division Adoption Center,"Shelter, Private",1/1/2011 12:00:00 AM,,SAINT ROBERT,65584,2011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20-1658195,Humane Society of Wickenburg,1/1/2005 12:00:00 AM,AZ,Maricopa County,Humane Society of Wickenburg,"Shelter, Private",1/1/2005 12:00:00 AM,,WICKENBURG,85390,2012,8,6,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,13,18,14
59-0826963,Bishop Animal Shelter SPCA of Manatee County FL,6/1/1958 12:00:00 AM,FL,Manatee County,Bishop Animal Shelter SPCA of Manatee County FL,"Shelter, Private",6/1/1958 12:00:00 AM,,BRADENTON,34209,2012,10,0,0,26,0,0,29,0,0,28,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,7,0,0,12,0,0,18,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,63,144,64,149
64-6034439,Humane Society of South Mississippi,8/1/1952 12:00:00 AM,MS,Harrison County,Humane Society of South Mississippi,"Shelter, Government Contract",8/1/1952 12:00:00 AM,,GULFPORT,39501,2011,7,188,48,41,42,27,14,211,155,23,70,131,137,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,138,127,0,25,116,0,50,5,1,4,0,1,39,38,1,9,43,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,2,5,13,3,8,6,23,9,139,30,48,59,62,150,14,1,1,3,0,3,333,316,353,211
27-1357894,"Miss Kitty Feline Sanctuary, Inc",,GA,Thomas County,"Miss Kitty Feline Sanctuary, Inc","Shelter, Private",,,THOMASVILLE,31792,2012,7,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,105
02-0222790,Animal Rescue League NH,4/1/1904 12:00:00 AM,NH,Hillsborough County,Animal Rescue League NH,"Shelter, Private",4/1/1904 12:00:00 AM,,BEDFORD,3110,2011,1,4,0,0,20,6,3,10,0,0,30,17,0,0,0,0,8,1,0,3,0,0,3,2,0,0,0,0,0,0,0,6,4,0,59,23,0,5,0,0,5,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,2,3,0,0,0,7,1,0,17,128,12,100
46-1453013,Homes Fur Hounds,11/1/2010 12:00:00 AM,VA,Williamsburg City,Homes Fur Hounds,"Rescue, Private",11/1/2010 12:00:00 AM,,WILLIAMSBURG,23185,2012,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94-6000814,Kings County Animal Services,1/1/1980 12:00:00 AM,CA,Kings County,Kings County Animal Services,Government Animal Services,1/1/1980 12:00:00 AM,,HANFORD,93232,2012,10,160,62,12,71,110,26,11,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,3,4,0,12,3,0,6,6,0,33,2,2,5,0,1,58,15,3,46,82,2,0,0,0,0,0,0,1,2,1,1,0,0,1,2,0,0,10,0,1,0,0,7,0,5,97,20,9,34,17,26,0,0,0,0,0,0,256,311,265,279
45-3972342,Kitty City Inc.,12/1/2011 12:00:00 AM,TN,Shelby County,Kitty City Inc.,"Shelter, Private",12/1/2011 12:00:00 AM,,MEMPHIS,38125,2012,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93-6002148,city of dallas police department,1/1/1874 12:00:00 AM,OR,Polk County,city of dallas police department,Government Animal Services,1/1/1874 12:00:00 AM,,DALLAS,97338,2012,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91-0828499,Blue Mountain Humane Society,7/1/1967 12:00:00 AM,WA,Walla Walla County,Blue Mountain Humane Society,"Shelter, Government Contract",7/1/1967 12:00:00 AM,,WALLA WALLA,99362,2011,1,0,0,73,0,0,24,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,31,0,0,26,0,0,19,0,0,2,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,23,0,0,0,0,0,0,47,54,66,27
94-6000814,Kings County Animal Services,1/1/1980 12:00:00 AM,CA,Kings County,Kings County Animal Services,Government Animal Services,1/1/1980 12:00:00 AM,,HANFORD,93232,2011,5,171,50,8,117,352,8,23,7,4,9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,19,0,0,12,3,0,14,11,1,2,0,0,51,2,0,1,0,2,25,8,3,51,141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,4,0,0,0,109,33,7,47,94,7,0,0,0,0,0,0,191,143,207,268
47-0820810,Beatrice humane Society,5/1/2000 12:00:00 AM,NE,Gage County,Beatrice Humane Society,"Shelter, Government Contract",5/1/2000 12:00:00 AM,,BEATRICE,68310,2012,11,18,0,0,5,5,6,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,17,5,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,2,1,8,0,0,0,0,0,0,24,74,21,58
86-0789269,Foothills Animal Rescue,3/1/1995 12:00:00 AM,AZ,Maricopa County,Resale Boutique,"Shelter, Private",3/1/1995 12:00:00 AM,,SCOTTSDALE,85255,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,5,11,0,2,0,0,2,0,0,27,2,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,77,22,76
27-0269094,"Spay Neuter Assistance Program, Inc. d/b/a SNAP 2 It",5/1/2009 12:00:00 AM,GA,Gwinnett County,"Spay Neuter Assistance Program, Inc. d/b/a SNAP 2 It","Rescue, Private",5/1/2009 12:00:00 AM,,DACULA,30019,2012,11,0,0,0,8,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,257,4,268
93-6002148,city of dallas police department,1/1/1874 12:00:00 AM,OR,Polk County,city of dallas police department,Government Animal Services,1/1/1874 12:00:00 AM,,DALLAS,97338,2012,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94-2411106,Siskiyou Humane Society,6/1/1968 12:00:00 AM,CA,Siskiyou County,Siskiyou Humane Society,"Shelter, Government Contract",6/1/1968 12:00:00 AM,,MOUNT SHASTA,96067,2012,9,9,9,1,4,20,0,4,0,0,3,11,0,0,0,0,0,0,0,1,1,0,0,0,0,3,5,0,0,0,0,4,2,0,4,8,0,8,1,1,1,2,9,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,25,60,34,60
88-0144253,The Animal Foundation,3/1/1978 12:00:00 AM,NV,Clark County,The Animal Foundation,"Shelter, Government Contract",3/1/1978 12:00:00 AM,,LAS VEGAS,89101,2012,1,1088,130,23,516,76,353,283,20,1,103,21,2,110,2,6,39,0,0,0,0,0,0,0,0,156,15,17,35,5,15,499,87,1,116,28,1,344,5,1,47,1,1,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,2,1,0,1,0,0,491,26,39,514,55,339,110,2,6,39,0,0,508,256,609,279
31-4379492,Columbus Humane,1/1/1883 12:00:00 AM,OH,Franklin County,Columbus Humane,"Shelter, Private",1/1/1883 12:00:00 AM,,HILLIARD,43026,2012,9,0,0,0,4,5,24,15,2,6,10,3,34,8,0,4,29,0,6,6,0,0,1,1,32,10,4,10,2,0,1,26,4,0,8,17,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,10,5,5,79,0,0,0,0,0,0,39,56,47,43
61-6000794,Breckinridge county animal shelter,5/1/2015 12:00:00 AM,KY,Breckinridge County,Breckinirdge county animal shelter,Government Animal Services,5/1/2015 12:00:00 AM,,HARDINSBURG,40143,2012,7,0,0,31,0,0,56,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,19,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,39,0,0,0,0,0,0,31,58,31,58
94-6000814,Kings County Animal Services,1/1/1980 12:00:00 AM,CA,Kings County,Kings County Animal Services,Government Animal Services,1/1/1980 12:00:00 AM,,HANFORD,93232,2011,1,196,84,5,78,38,40,28,7,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,25,15,2,5,3,0,45,3,0,2,0,1,27,11,0,52,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,8,1,0,4,1,6,162,56,3,40,7,30,0,0,0,0,0,0,232,161,193,155
56-6000347,Wake County Animal Center,7/1/1966 12:00:00 AM,NC,Wake County,Wake County Animal Center,Government Animal Services,7/1/1966 12:00:00 AM,,RALEIGH,27610,2012,6,138,28,15,74,165,215,171,69,45,85,122,60,5,1,17,2,0,5,0,1,0,0,0,0,49,19,27,24,23,64,137,98,6,61,125,2,69,2,23,5,0,7,32,16,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,6,1,1,0,0,0,0,0,130,9,59,121,163,321,5,1,17,2,0,5,429,445,403,447
27-1940144,Meade Canine Rescue Foundation,4/1/2010 12:00:00 AM,CA,San Luis Obispo County,Meade Canine Rescue Foundation,"Rescue, Private",4/1/2010 12:00:00 AM,,CRESTON,93432,2012,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,9,2
26-4014748,Tenth Life Cat Rescue,1/1/2009 12:00:00 AM,MO,Saint Louis City,Tenth Life Cat Rescue,"Rescue, Private",1/1/2009 12:00:00 AM,,ST. LOUIS,63118,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,48,0,44
45-3972342,Kitty City Inc.,12/1/2011 12:00:00 AM,TN,Shelby County,Kitty City Inc.,"Shelter, Private",12/1/2011 12:00:00 AM,,MEMPHIS,38125,2012,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-4575751,german shepherd rescue of the rockies,1/1/2011 12:00:00 AM,CO,Morgan County,german shepherd rescue of the rockies,"Rescue, Private",1/1/2011 12:00:00 AM,,FORT MORGAN,80701,2012,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
57-1186810,Child and Pet Relief Fund,10/1/2003 12:00:00 AM,IN,Lake County,Child and Pet Relief Fund,"Rescue, Private",10/1/2003 12:00:00 AM,,CEDAR LAKE,46303,2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16,0
43-6003122,St. Charles County Pet Adoption Center,9/1/2015 12:00:00 AM,MO,Saint Charles County,St. Charles County Pet Adoption Center,Government Animal Services,9/1/2015 12:00:00 AM,,SAINT PETERS,63376,2011,1,38,5,0,55,3,0,15,9,0,14,2,0,10,0,0,6,0,0,7,30,0,0,0,0,10,16,0,20,23,0,96,0,0,61,0,0,0,0,0,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,18,0,0,0,0,0,0,0,0,179,129,175,131
59-6000702,Lee County Domestic Animal Services,1/1/1999 12:00:00 AM,FL,Lee County,Lee County Domestic Animal Services,Government Animal Services,1/1/1999 12:00:00 AM,,FORT MYERS,33912,2011,7,0,0,478,0,0,459,0,0,17,0,0,14,0,0,5,0,0,6,0,0,0,0,0,0,0,0,24,0,0,23,0,0,101,0,0,135,0,0,105,0,0,6,0,0,79,0,0,11,0,0,0,0,0,59,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,240,0,0,341,0,0,5,0,0,1,136,262,136,185
46-0753787,Orphan Kitten Rescue,9/1/2012 12:00:00 AM,TX,Eastland County,Orphan Kitten Rescue,"Rescue, Private",9/1/2012 12:00:00 AM,,EASTLAND,76448,2012,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
27-0727370,Angels On Wheels Animal Rescue NFP,3/1/2009 12:00:00 AM,IL,Will County,Angels On Wheels Animal Rescue NFP,"Rescue, Private",3/1/2009 12:00:00 AM,,NAPERVILLE,60567,2012,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-7110434,Butler County Humane Society,6/1/1897 12:00:00 AM,PA,Butler County,Butler County Humane Society,"Shelter, Private",6/1/1897 12:00:00 AM,,RENFREW,16053,2012,10,13,0,0,5,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4,11,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,92,41,87
94-2607843,SPCA of Solano County,7/1/1974 12:00:00 AM,CA,Solano County,SPCA of Solano County,"Shelter, Private",7/1/1974 12:00:00 AM,,VACAVILLE,95696,2012,11,5,0,0,0,10,0,3,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,12,0,0,6,11,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,33,71,31
81-0290933,Humane Society of Western Montana,1/1/1963 12:00:00 AM,MT,Missoula County,Humane Society of Western Montana,"Shelter, Private",1/1/1963 12:00:00 AM,,MISSOULA,59804,2011,7,6,0,1,2,4,0,19,8,0,13,28,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,30,8,0,13,18,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,114,47,136
26-4014748,Tenth Life Cat Rescue,1/1/2009 12:00:00 AM,MO,Saint Louis City,Tenth Life Cat Rescue,"Rescue, Private",1/1/2009 12:00:00 AM,,ST. LOUIS,63118,2011,9,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,45
56-6000347,Wake County Animal Center,7/1/1966 12:00:00 AM,NC,Wake County,Wake County Animal Center,Government Animal Services,7/1/1966 12:00:00 AM,,RALEIGH,27610,2011,4,188,33,62,99,70,94,159,48,42,92,52,15,1,0,17,1,0,2,0,0,0,0,0,0,44,18,25,18,31,43,133,53,16,75,9,4,108,2,38,8,0,12,45,15,6,14,14,2,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,7,2,0,0,0,0,0,1,98,12,52,92,9,124,1,0,18,1,0,2,579,306,612,446
56-6000347,Wake County Animal Center,7/1/1966 12:00:00 AM,NC,Wake County,Wake County Animal Center,Government Animal Services,7/1/1966 12:00:00 AM,,RALEIGH,27610,2012,2,128,33,25,62,13,122,159,59,30,71,0,12,9,0,18,2,0,2,0,0,0,0,0,0,34,4,20,24,7,54,136,78,11,89,30,4,77,5,26,9,1,7,28,21,5,21,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,1,4,10,66,3,35,57,3,177,9,0,18,2,0,2,419,302,412,245
